cargo,cargo_distance_m,destination_port,displayed_sell_value_gbp,distance_review_note,distance_status,distinct_ocr_tuples_seen,extraction_pass,origin_port,origin_region,review_note,source_recording,supporting_frame_count,value_status
Medicine,395.7,Caledonia,119,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,5072.2,Castle Landing,222,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,14751.6,Caveira,435,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,10,CONFIRMED_FROM_VIDEO
Medicine,7098.1,Caye Tiburon,266,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,5334.9,Crownstead,227,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,4215.2,Cumberland Hill,203,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Medicine,852.5,Deadman's Murcia,129,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Medicine,3079.9,Fair Harbour,178,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Medicine,9333.0,Falmouth,315,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,5391.8,Gyldenvale,229,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,3344.1,Jones' Outpost,184,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Medicine,15771.7,Kandlerova,457,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,12955.5,La Povenglia,395,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,5917.3,Lebarde,240,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Medicine,9952.5,Lord Irving's Sacrifice,329,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,8308.3,Louisbourg,293,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Medicine,16375.0,Madalena,470,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Medicine,10089.3,Mako's Outlook,332,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,5189.3,Matthew's Rest,224,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Medicine,7577.8,Maurepas,277,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,4266.1,New Brighton,204,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,4568.4,New Catalina,211,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,6155.8,Pachard Town,245,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,9675.2,Peter's Cove,323,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,8563.9,Petit Anvers,298,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,15046.9,Poblado de San Juan,441,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Medicine,8241.2,Point Rocheux,291,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,15456.8,Ponta Delgada,450,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,10433.0,Port Antonio,340,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,3130.7,Port Louis,179,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Medicine,9947.2,Port Royal,329,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,7162.3,Port-Au-Croix,268,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,4102.0,Princeton,200,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Medicine,13091.9,Puerto de San Fernando,398,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,10,CONFIRMED_FROM_VIDEO
Medicine,1920.7,Saint Vincent,152,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,10094.4,Saint-Nicholas,332,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,9457.5,Sainte Rose,318,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Medicine,14848.8,San Polo,437,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Medicine,14797.5,San Salvador,436,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Medicine,11858.8,San Vito,371,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Medicine,10304.3,Sandy Settlement,337,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,14634.5,Santa Maria,432,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,10,CONFIRMED_FROM_VIDEO
Medicine,14985.0,Sao Bento,440,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Medicine,5296.3,Sugar Cove,227,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Medicine,8857.4,Taylor's Town,305,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Medicine,11041.5,Theresa,353,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Medicine,7784.6,Thresher Point,281,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,11606.2,Venta Nueva,365,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Medicine,10409.0,Villarreal Del Mar,339,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Medicine,1210.9,White Hook,137,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Medicine,4227.5,Wyntergard,203,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Medicine,3972.5,Yorinobu's Settlement,197,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Snake Prosper,East Somerset,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Lobster,5577.2,Al-Jazair,180,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Lobster,9880.8,Ashbourne,253,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,8680.3,Belfry Heights,233,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,8569.8,Bucket Bay,231,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,5194.4,Caledonia,173,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Lobster,3561.6,Castle Landing,146,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Lobster,18050.6,Caveira,392,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,8037.7,Caye Tiburon,222,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,10585.3,Crownstead,265,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,1099.3,Cumberland Hill,104,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Lobster,6009.9,Deadman's Murcia,187,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,7787.3,Fair Harbour,217,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Lobster,12406.6,Falmouth,296,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,10681.4,Gyldenvale,267,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Lobster,2071.1,Jones' Outpost,120,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Lobster,15392.9,Kandlerova,347,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,12330.3,La Povenglia,295,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,5245.6,Lebarde,174,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Lobster,11014.5,Lord Irving's Sacrifice,272,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,13125.8,Louisbourg,308,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Lobster,19878.4,Madalena,423,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,10766.2,Mako's Outlook,268,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,9357.1,Matthew's Rest,244,,CONFIRMED_FROM_VIDEO,3,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,12304.0,Maurepas,294,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,6847.4,New Brighton,201,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,1000.2,New Catalina,102,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Lobster,10082.1,Pachard Town,256,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Lobster,8119.3,Peter's Cove,223,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,13649.4,Petit Anvers,317,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,17155.6,Poblado de San Juan,377,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,12148.8,Point Rocheux,292,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,19565.8,Ponta Delgada,418,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,13364.8,Port Antonio,312,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Lobster,8166.4,Port Louis,224,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,11952.6,Port Royal,288,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,11113.8,Port-Au-Croix,274,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,4618.5,Princeton,164,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,8,CONFIRMED_FROM_VIDEO
Lobster,15774.7,Puerto de San Fernando,353,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,6244.6,Saint Vincent,191,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,7716.8,Saint-Nicholas,216,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,14307.9,Sainte Rose,328,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,14467.2,San Polo,331,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,16199.5,San Salvador,360,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,11893.1,San Vito,287,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,5,CONFIRMED_FROM_VIDEO
Lobster,8154.3,Sandy Settlement,224,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,16690.8,Santa Maria,369,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,18731.7,Sao Bento,403,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,5296.3,Snake Prosper,175,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Lobster,6200.7,Taylor's Town,190,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Lobster,13574.8,Theresa,316,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Lobster,7821.6,Thresher Point,218,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,15239.9,Venta Nueva,344,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Lobster,13930.9,Villarreal Del Mar,322,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,2,CONFIRMED_FROM_VIDEO
Lobster,5522.7,White Hook,179,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,12,CONFIRMED_FROM_VIDEO
Lobster,9520.1,Wyntergard,247,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Lobster,7409.1,Yorinobu's Settlement,211,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Sugar Cove,New Catalina,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Thyme,6930.3,Al-Jazair,170,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,11,CONFIRMED_FROM_VIDEO
Thyme,11921.5,Ashbourne,241,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,4539.8,Belfry Heights,136,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,9351.3,Bucket Bay,205,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,9040.8,Caledonia,200,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,3805.9,Castle Landing,125,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,15456.2,Caveira,292,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Thyme,5194.3,Caye Tiburon,145,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,9,CONFIRMED_FROM_VIDEO
Thyme,12738.1,Crownstead,253,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Thyme,6319.9,Cumberland Hill,161,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,3,CONFIRMED_FROM_VIDEO
Thyme,9702.5,Deadman's Murcia,210,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Thyme,9457.8,Fair Harbour,206,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,10387.1,Falmouth,219,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Thyme,13464.4,Gyldenvale,263,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Thyme,6369.1,Jones' Outpost,162,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,4,CONFIRMED_FROM_VIDEO
Thyme,9595.8,Kandlerova,208,,CONFIRMED_FROM_VIDEO,2,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,7,CONFIRMED_FROM_VIDEO
Thyme,6587.5,La Povenglia,165,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,3303.7,Lebarde,118,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
Thyme,7022.0,Lord Irving's Sacrifice,171,,CONFIRMED_FROM_VIDEO,1,pooled_even_odd_wide,Taylor's Town,Saint-Nicholas,,Screen Recording 2026-08-16 223317.mp4,6,CONFIRMED_FROM_VIDEO
