origin_port,origin_region,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source_recording,extraction_pass,supporting_frame_count,distinct_ocr_tuples_seen
Santa Maria,San Salvador,Tamales,Gyldenvale,14737.1,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Jones' Outpost,15245.2,319,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Kandlerova,7277.5,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Santa Maria,San Salvador,Tamales,La Povenglia,7820.5,202,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Lebarde,11556.8,261,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Santa Maria,San Salvador,Tamales,Lord Irving's Sacrifice,5850.1,171,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Louisbourg,10568.0,245,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Santa Maria,San Salvador,Tamales,Madalena,5960.5,173,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Mako's Outlook,6354.5,179,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Matthew's Rest,10052.7,237,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Santa Maria,San Salvador,Tamales,Maurepas,10287.2,241,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Santa Maria,San Salvador,Tamales,New Brighton,10516.0,244,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Santa Maria,San Salvador,Tamales,New Catalina,15748.6,327,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Pachard Town,9075.5,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Santa Maria,San Salvador,Tamales,Peter's Cove,10625.1,246,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Petit Anvers,12113.7,270,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Poblado de San Juan,475.5,86,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Point Rocheux,7716.2,200,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Ponta Delgada,8199.9,208,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Santa Maria,San Salvador,Tamales,Port Antonio,4593.0,151,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Santa Maria,San Salvador,Tamales,Port Louis,12700.2,279,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Port Royal,4799.7,154,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Santa Maria,San Salvador,Tamales,Port-Au-Croix,8434.9,212,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Santa Maria,San Salvador,Tamales,Princeton,12172.4,270,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Puerto de San Fernando,2341.8,116,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Saint Vincent,12731.9,279,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Saint-Nicholas,12063.0,269,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Santa Maria,San Salvador,Tamales,Sainte Rose,10710.5,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Santa Maria,San Salvador,Tamales,San Polo,7138.8,191,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,San Salvador,2040.6,111,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,San Vito,6562.6,182,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Sandy Settlement,1591.2,261,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Santa Maria,San Salvador,Tamales,Sao Bento,6341.3,179,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,Snake Prosper,14634.5,309,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Sugar Cove,16690.8,342,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Taylor's Town,12777.1,280,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Theresa,3675.6,137,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Santa Maria,San Salvador,Tamales,Thresher Point,9151.0,223,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Santa Maria,San Salvador,Tamales,Venta Nueva,5606.6,167,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Santa Maria,San Salvador,Tamales,Villarreal Del Mar,5720.1,169,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Santa Maria,San Salvador,Tamales,White Hook,15790.8,327,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Santa Maria,San Salvador,Tamales,Wyntergard,14011.2,299,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,4
Santa Maria,San Salvador,Tamales,Yorinobu's Settlement,10664.3,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Sao Bento,Ilhas Brumas,Bananas,Al-Jazair,13281.9,311,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Ashbourne,11492.5,280,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,3
Sao Bento,Ilhas Brumas,Bananas,Belfry Heights,12207.7,293,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Bucket Bay,10695.9,267,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Sao Bento,Ilhas Brumas,Bananas,Caledonia,15354.4,346,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,2
Sao Bento,Ilhas Brumas,Bananas,Castle Landing,15663.9,351,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,2
Sao Bento,Ilhas Brumas,Bananas,Caveira,1930.4,118,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Caye Tiburon,11617.1,282,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Crownstead,11511.6,281,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Cumberland Hill,17784.5,387,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Sao Bento,Ilhas Brumas,Bananas,Deadman's Murcia,14970.0,339,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,1
Sao Bento,Ilhas Brumas,Bananas,Fair Harbour,11932.5,288,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Sao Bento,Ilhas Brumas,Bananas,Falmouth,6456.5,195,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Gyldenvale,12759.7,302,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Jones' Outpost,16853.9,372,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Kandlerova,13514.9,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,La Povenglia,13428.2,313,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Lebarde,14392.4,330,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Sao Bento,Ilhas Brumas,Bananas,Lord Irving's Sacrifice,9992.9,255,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Louisbourg,7764.1,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Madalena,1682.4,114,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Mako's Outlook,10739.3,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Sao Bento,Ilhas Brumas,Bananas,Matthew's Rest,9800.1,252,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Maurepas,8045.4,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,New Brighton,11884.6,287,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Sao Bento,Ilhas Brumas,Bananas,New Catalina,17731.6,386,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Pachard Town,8869.7,236,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Sao Bento,Ilhas Brumas,Bananas,Peter's Cove,14990.5,340,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Petit Anvers,8844.5,235,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Sao Bento,Ilhas Brumas,Bananas,Poblado de San Juan,6186.3,190,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Sao Bento,Ilhas Brumas,Bananas,Point Rocheux,6754.9,200,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Ponta Delgada,1862.4,117,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Port Antonio,5739.9,183,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,11,1
Sao Bento,Ilhas Brumas,Bananas,Port Louis,12142.9,291,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Port Royal,8016.6,221,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Port-Au-Croix,7837.3,218,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Princeton,14194.7,326,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Puerto de San Fernando,4638.6,164,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Sao Bento,Ilhas Brumas,Bananas,Saint Vincent,13164.3,309,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Saint-Nicholas,16460.7,365,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Sainte Rose,7191.2,207,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,San Polo,13242.5,310,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,San Salvador,8364.4,227,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,San Vito,11850.6,286,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Sandy Settlement,16100.5,359,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Santa Maria,6341.3,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Sao Bento,Ilhas Brumas,Bananas,Snake Prosper,14985.0,340,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Sao Bento,Ilhas Brumas,Bananas,Sugar Cove,18731.7,403,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Sao Bento,Ilhas Brumas,Bananas,Taylor's Town,16695.1,369,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Theresa,6159.2,190,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,11,1
Sao Bento,Ilhas Brumas,Bananas,Thresher Point,12670.3,300,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Venta Nueva,3491.8,144,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Sao Bento,Ilhas Brumas,Bananas,Villarreal Del Mar,4804.2,167,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Sao Bento,Ilhas Brumas,Bananas,White Hook,15896.8,355,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,3
Sao Bento,Ilhas Brumas,Bananas,Wyntergard,12590.4,299,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Sao Bento,Ilhas Brumas,Bananas,Yorinobu's Settlement,11434.5,279,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Snake Prosper,East Somerset,Medicine,Al-Jazair,2701.1,169,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Snake Prosper,East Somerset,Medicine,Ashbourne,4685.1,213,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Snake Prosper,East Somerset,Medicine,Belfry Heights,8521.8,297,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Snake Prosper,East Somerset,Medicine,Bucket Bay,4292.3,204,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,3
Snake Prosper,East Somerset,Medicine,Caledonia,395.7,119,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Snake Prosper,East Somerset,Medicine,Castle Landing,5072.2,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Snake Prosper,East Somerset,Medicine,Caveira,14751.6,435,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Snake Prosper,East Somerset,Medicine,Caye Tiburon,7098.1,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Snake Prosper,East Somerset,Medicine,Crownstead,5334.9,227,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Snake Prosper,East Somerset,Medicine,Cumberland Hill,4215.2,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Snake Prosper,East Somerset,Medicine,Deadman's Murcia,852.5,129,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Snake Prosper,East Somerset,Medicine,Fair Harbour,3079.9,178,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Snake Prosper,East Somerset,Medicine,Falmouth,9333.0,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Snake Prosper,East Somerset,Medicine,Gyldenvale,5391.8,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Snake Prosper,East Somerset,Medicine,Jones' Outpost,3344.1,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Snake Prosper,East Somerset,Medicine,Kandlerova,15771.7,457,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Snake Prosper,East Somerset,Medicine,La Povenglia,12955.5,395,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Snake Prosper,East Somerset,Medicine,Lebarde,5917.3,240,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Snake Prosper,East Somerset,Medicine,Lord Irving's Sacrifice,9952.5,329,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Snake Prosper,East Somerset,Medicine,Louisbourg,8308.3,293,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,3
Snake Prosper,East Somerset,Medicine,Madalena,16375.0,470,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Snake Prosper,East Somerset,Medicine,Mako's Outlook,10089.3,332,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Snake Prosper,East Somerset,Medicine,Matthew's Rest,5189.3,224,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Snake Prosper,East Somerset,Medicine,Maurepas,7577.8,277,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Snake Prosper,East Somerset,Medicine,New Brighton,4266.1,204,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Snake Prosper,East Somerset,Medicine,New Catalina,4568.4,211,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Snake Prosper,East Somerset,Medicine,Pachard Town,6155.8,245,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Snake Prosper,East Somerset,Medicine,Peter's Cove,9675.2,323,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Snake Prosper,East Somerset,Medicine,Petit Anvers,8563.9,298,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Snake Prosper,East Somerset,Medicine,Poblado de San Juan,15046.9,441,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,2
